"SMILES","CASRN","RECORDID","MOLECULEID","EXTERNALID","N","NAME","NAME","INTRODUCER","MODIFIER","ARTICLEID","PUBMEDID","PAGE","TABLE","pKa (smiles as ob. cond.) {measured}","UNIT {pKa (smiles as ob. cond.)}","pKa (smiles as ob. cond.) {measured, converted}","UNIT {pKa (smiles as ob. cond.)}","Ionizable centre (smiles)","pKa predicted value","UNIT {pKa predicted value}","IC index predicted","pKa predicted value 2","UNIT {pKa predicted value 2}","IC group given","Temperature","UNIT {Temperature}","COMMENTS","INCHI_KEY"
"OC1=C(C=C(Cl)C=C1Cl)C(=O)NC1=C(C=C(Cl)C=C1)[N+]([O-])=O","90426-05-4","R430655","M46314","-","null","3,5,-4'-TRICHLORO-4'-NITRO SALICYLANILIDE","-","Koerner","Koerner","A3183","-","461","2","4.11","Log unit","4.11","Log unit","Oc1c(C(=O)Nc2c([N+](=O)[O-])cc(cc2)Cl)cc(cc1Cl)Cl","","-","","","-","phenol (ortho subs., pot. int. H-bond)","25.0","?C","-","ABWXQZVOTXJITP-UHFFFAOYSA"
"CC1=C(NC(=O)C2=C(O)C(Cl)=CC(Cl)=C2)C=CC(=C1)[N+]([O-])=O","90426-03-2","R430656","M46313","-","null","3,5-DICHLORO-2'-METHYL-4'-NITRO SALICYLANILIDE","-","Koerner","Koerner","A3183","-","461","2","4.41","Log unit","4.41","Log unit","Oc1c(C(=O)Nc2c(cc([N+](=O)[O-])cc2)C)cc(cc1Cl)Cl","","-","","","-","phenol (ortho subs., pot. int. H-bond)","25.0","?C","","XJNRPEDKZGLIJM-UHFFFAOYSA"
"NCCC1=CC=C(O)C=C1","51-67-2","R430657","M2404","-","1","4-(2-Aminoethyl)phenol","-","Koerner","Koerner","A3183","-","460","1","9.77","Log unit","9.77","Log unit","Oc1ccc(CCN)cc1","","-","","","-","phenol","","-","-","DZGWFCGJZKJUFP-UHFFFAOYSA"
"CC1=C(Cl)C=CC(O)=C1","59-50-7","R430658","M1312","-","2","3-methyl-4-chlorophenol","-","Koerner","Koerner","A3183","-","460","1","9.2","Log unit","9.2","Log unit","Oc1cc(c(Cl)cc1)C","","-","","","-","phenol","25.0","?C","-","CFKMVGJGLGKFKI-UHFFFAOYSA"
"CCC(C)(C)C1=CC=C(O)C=C1","80-46-6","R430659","M7553","-","3","4-tert-Amylphenol","-","Koerner","Koerner","A3183","-","460","1","10.43","Log unit","10.43","Log unit","Oc1ccc(cc1)C(CC)(C)C","","-","","","-","phenol","","-","-","NRZWYNLTFLDQQX-UHFFFAOYSA"
"OC1=CC(=C(C=C1)[N+]([O-])=O)C(F)(F)F","88-30-2","R430660","M14055","-","4","3-Trifluoromethyl-4-nitrophenol","-","Koerner","Koerner","A3183","-","460","1","6.07","Log unit","6.07","Log unit","Oc1cc(c([N+](=O)[O-])cc1)C(F)(F)F","","-","","","-","phenol","","-","-","ZEFMBAFMCSYJOO-UHFFFAOYSA"
"CC1=CC(O)=CC(C)=C1Cl","88-04-0","R430661","M8220","-","5","4-CHLORO-3,5-DIMETHYL PHENOL","-","Koerner","Koerner","A3183","-","460","1","9.702","Log unit","9.702","Log unit","Oc1cc(c(Cl)c(c1)C)C","","-","","","-","phenol","25.0","?C","-","OSDLLIBGSJNGJE-UHFFFAOYSA"
"OC1=CC=C(C=C1)C1=CC=CC=C1","92-69-3","R430662","M13909","-","6","4-Phenylphenol","-","Koerner","Koerner","A3183","-","460","1","9.55","Log unit","9.55","Log unit","Oc1ccc(cc1)c1ccccc1","","-","","","-","phenol","","-","-","YXVFYQXJAXKLAK-UHFFFAOYSA"
"CCCCOC(=O)C1=CC=C(O)C=C1","94-26-8","R430663","M9089","-","7","4-HYDROXY BUTYL BENZOATE","-","Koerner","Koerner","A3183","-","460","1","8.47","Log unit","8.47","Log unit","Oc1ccc(C(=O)OCCCC)cc1","","-","","","-","phenol","","-","-","QFOHBWFCKVYLES-UHFFFAOYSA"
"OC1=CC(Cl)=C(Cl)C=C1","95-77-2","R430664","M12171","-","8","3,4-Dichlorophenol","-","Koerner","Koerner","A3183","-","460","1","8.63","Log unit","8.63","Log unit","Oc1ccc(c(Cl)c1)Cl","","-","","","-","phenol","","-","-","WDNBURPWRNALGP-UHFFFAOYSA"
"CC1=C(C)C=C(O)C=C1","95-65-8","R430665","M13431","-","9","3,4-Dimethylphenol","-","Koerner","Koerner","A3183","-","460","1","10.36","Log unit","10.36","Log unit","Oc1cc(c(cc1)C)C","","-","","","-","phenol","25.0","?C","-","YCOXTKKNXUZSKD-UHFFFAOYSA"
"CC(C)(C)C1=CC=C(O)C=C1","98-54-4","R430666","M9142","-","10","4-T-BUTYLYPHENOL","-","Koerner","Koerner","A3183","-","460","1","10.39","Log unit","10.39","Log unit","Oc1ccc(cc1)C(C)(C)C","","-","","","-","phenol","25.0","?C","-","QHPQWRBYOIRBIT-UHFFFAOYSA"
"OC1=CC=CC(=C1)C(F)(F)F","98-17-9","R430667","M11044","-","11","3-Trifluoromethylphenol","-","Koerner","Koerner","A3183","-","460","1","8.95","Log unit","8.95","Log unit","Oc1cc(C(F)(F)F)ccc1","","-","","","-","phenol","25.0","?C","-","UGEJOEBBMPOJMT-UHFFFAOYSA"
"CC(=O)C1=CC=C(O)C=C1","99-93-4","R430668","M10849","-","12","4-hydroxyacetophenone","-","Koerner","Koerner","A3183","-","460","1","8.05","Log unit","8.05","Log unit","Oc1ccc(cc1)C(=O)C","","-","","","-","phenol","25.0","?C","-","TXFPEBPIARQUIG-UHFFFAOYSA"
"CC(C)C1=CC=C(O)C=C1","99-89-8","R430669","M13731","-","13","4-isopropylphenol","-","Koerner","Koerner","A3183","-","460","1","10.24","Log unit","10.24","Log unit","Oc1ccc(cc1)C(C)C","","-","","","-","phenol","25.0","?C","-","YQUQWHNMBPIWGK-UHFFFAOYSA"
"OC1=CC(C=O)=CC=C1","100-83-4","R430670","M4261","-","14","3-hydroxybenzaldehyde","-","Koerner","Koerner","A3183","-","460","1","8.98","Log unit","8.98","Log unit","Oc1cc(ccc1)C=O","","-","","","-","phenol","25.0","?C","-","IAVREABSGIHHMO-UHFFFAOYSA"
"OC1=CC=C(C=C1)[N+]([O-])=O","100-02-7","R430671","M1034","-","15","4-nitrophenol","-","Koerner","Koerner","A3183","-","460","1","7.15","Log unit","7.15","Log unit","Oc1ccc([N+](=O)[O-])cc1","","-","","","-","phenol","25.0","?C","-","BTJIUGUIPKRLHP-UHFFFAOYSA"
"CC(=O)NC1=CC=C(O)C=C1","103-90-2","R430672","M10192","-","16","N-(4-HYDROXYPHENYL)ACETAMIDE","-","Koerner","Koerner","A3183","-","460","1","9.38","Log unit","9.38","Log unit","Oc1ccc(NC(=O)C)cc1","","-","","","-","phenol","","-","-","RZVAJINKPMORJF-UHFFFAOYSA"
"OC1=CC=C(Cl)C=C1","106-48-9","R430673","M12688","-","17","4-Chlorophenol","-","Koerner","Koerner","A3183","-","460","1","9.41","Log unit","9.41","Log unit","Oc1ccc(Cl)cc1","","-","","","-","phenol","26.0","?C","-","WXNZTHHGJRFXKQ-UHFFFAOYSA"
"CC1=CC=C(O)C=C1","106-44-5","R430674","M4734","-","18","4-cresol","-","Koerner","Koerner","A3183","-","460","1","10.26","Log unit","10.26","Log unit","Oc1ccc(cc1)C","","-","","","-","phenol","25.0","?C","-","IWDCLRJOBJJRNH-UHFFFAOYSA"
"OC1=CC=C(Br)C=C1","106-41-2","R430675","M3624","-","19","4-bromophenol","-","Koerner","Koerner","A3183","-","460","1","9.17","Log unit","9.17","Log unit","Oc1ccc(Br)cc1","","-","","","-","phenol","25.0","?C","-","GZFGOTFRPZRKDS-UHFFFAOYSA"
"OC1=CC=CC=C1","108-95-2","R430676","M4660","-","20","Phenol","-","Koerner","Koerner","A3183","-","460","1","9.994","Log unit","9.994","Log unit","Oc1ccccc1","","-","","","-","phenol","25.0","?C","-","ISWSIDIOOBJBQZ-UHFFFAOYSA"
"CC1=CC(O)=CC(C)=C1","108-68-9","R430677","M10784","-","21","3,5-Dimethylphenol","-","Koerner","Koerner","A3183","-","460","1","10.19","Log unit","10.19","Log unit","Oc1cc(cc(c1)C)C","","-","","","-","phenol","25.0","?C","-","TUAMRELNJMMDMT-UHFFFAOYSA"
"OC1=CC=CC(Cl)=C1","108-43-0","R430678","M3973","-","22","3-Chlorophenol","-","Koerner","Koerner","A3183","-","460","1","9.12","Log unit","9.12","Log unit","Oc1cc(Cl)ccc1","","-","","","-","phenol","","-","-","HORNXRXVQWOLPJ-UHFFFAOYSA"
"CC1=CC=CC(O)=C1","108-39-4","R430679","M9841","-","23","3-cresol","-","Koerner","Koerner","A3183","-","460","1","10.09","Log unit","10.09","Log unit","Oc1cc(ccc1)C","","-","","","-","phenol","25.0","?C","-","RLSSMJSEOOYNOY-UHFFFAOYSA"
"CCOC(=O)C1=CC=C(O)C=C1","120-47-8","R430680","M7615","-","24","4-HYDROXYBENZOIC ACID,ETHYL ESTER","-","Koerner","Koerner","A3183","-","460","1","8.34","Log unit","8.34","Log unit","Oc1ccc(C(=O)OCC)cc1","","-","","","-","phenol","25.0","?C","-","NUVBSKCKDOMJSU-UHFFFAOYSA"
"CC(=O)C1=CC=CC(O)=C1","121-71-1","R430681","M6485","-","25","3-hydroxyacetophenone","-","Koerner","Koerner","A3183","-","460","1","9.25","Log unit","9.25","Log unit","Oc1cc(ccc1)C(=O)C","","-","","","-","phenol","25.0","?C","-","LUJMEECXHPYQOF-UHFFFAOYSA"
"NC1=CC=C(O)C=C1","123-30-8","R430682","M8656","-","26","4-AMINO-PHENOL","-","Koerner","Koerner","A3183","-","460","1","10.45","Log unit","10.45","Log unit","Oc1ccc(N)cc1","","-","","","-","phenol","","-","-","PLIKAWJENQZMHA-UHFFFAOYSA"
"OC1=CC=C(C=O)C=C1","123-08-0","R430683","M9708","-","27","4-hydroxybenzaldehyde","-","Koerner","Koerner","A3183","-","460","1","7.61","Log unit","7.61","Log unit","Oc1ccc(cc1)C=O","","-","","","-","phenol","25.0","?C","-","RGHHSNMVTDWUBI-UHFFFAOYSA"
"CCC1=CC=C(O)C=C1","123-07-9","R430684","M4171","-","28","4-Ethylphenol","-","Koerner","Koerner","A3183","-","460","1","10.0","Log unit","10.0","Log unit","Oc1ccc(cc1)CC","","-","","","-","phenol","25.0","?C","-","HXDOZKJGKXYMEW-UHFFFAOYSA"
"COC1=CC=C(O)C=C1","150-76-5","R430685","M7663","-","29","4-Methoxyphenol","-","Koerner","Koerner","A3183","-","460","1","10.1","Log unit","10.1","Log unit","Oc1ccc(OC)cc1","","-","","","-","phenol","25.0","?C","-","NWVVVBRKAWDGAB-UHFFFAOYSA"
"COC1=CC(O)=CC=C1","150-19-6","R430686","M436","-","30","3-Methoxyphenol","-","Koerner","Koerner","A3183","-","460","1","9.65","Log unit","9.65","Log unit","Oc1cc(OC)ccc1","","-","","","-","phenol","25.0","?C","-","ASHGTJPOSUFTGB-UHFFFAOYSA"
"OC1=CC=C(F)C=C1","371-41-5","R430687","M9737","-","31","4-fluorophenol","-","Koerner","Koerner","A3183","-","460","1","9.91","Log unit","9.91","Log unit","Oc1ccc(F)cc1","","-","","","-","phenol","25.0","?C","-","RHMPLDJJXGPMEX-UHFFFAOYSA"
"OC1=CC=CC(F)=C1","372-20-3","R430688","M10413","-","32","3-fluorophenol","-","Koerner","Koerner","A3183","-","460","1","9.21","Log unit","9.21","Log unit","Oc1cc(F)ccc1","","-","","","-","phenol","25.0","?C","-","SJTBRFHBXDZMPS-UHFFFAOYSA"
"OC1=CC=C(C=C1)C(F)(F)F","402-45-9","R430689","M640","-","33","4-Trifluoromethylphenol","-","Koerner","Koerner","A3183","-","460","1","8.675","Log unit","8.675","Log unit","Oc1ccc(C(F)(F)F)cc1","","-","","","-","phenol","25.0","?C","-","BAYGVMXZJBFEMB-UHFFFAOYSA"
"COC1=CC(OC)=CC(O)=C1","500-99-2","R430690","M13153","-","34","3,5-Dimethoxyphenol","-","Koerner","Koerner","A3183","-","460","1","9.34","Log unit","9.34","Log unit","Oc1cc(cc(OC)c1)OC","","-","","","-","phenol","25.0","?C","-","XQDNFAMOIPNVES-UHFFFAOYSA"
"OC1=CC=C(I)C=C1","540-38-5","R430691","M11943","-","35","4-Iodophenol","-","Koerner","Koerner","A3183","-","460","1","9.21","Log unit","9.21","Log unit","Oc1ccc(I)cc1","","-","","","-","phenol","25.0","?C","-","VSMDINRNYYEDRN-UHFFFAOYSA"
"OC1=CC=CC(=C1)[N+]([O-])=O","554-84-7","R430692","M10051","-","36","3-nitrophenol","-","Koerner","Koerner","A3183","-","460","1","8.36","Log unit","8.36","Log unit","Oc1cc([N+](=O)[O-])ccc1","","-","","","-","phenol","","-","-","RTZZCYNQPHTPPL-UHFFFAOYSA"
"OC1=CC(=C(C=C1)[N+]([O-])=O)[N+]([O-])=O","577-71-9","R430693","M228","-","37","3,4-dinitrophenol","-","Koerner","Koerner","A3183","-","460","1","5.42","Log unit","5.42","Log unit","Oc1ccc(c([N+](=O)[O-])c1)[N+](=O)[O-]","","-","","","-","phenol","25.0","?C","-","AKLOLDQYWQAREW-UHFFFAOYSA"
"OC1=CC(=CC=C1)C1=CC=CC=C1","580-51-8","R430694","M10945","-","38","3-PHENYLPHENOL","-","Koerner","Koerner","A3183","-","460","1","9.64","Log unit","9.64","Log unit","Oc1cc(ccc1)c1ccccc1","","-","","","-","phenol","23.0","?C","-","UBXYXCRCOKCZIT-UHFFFAOYSA"
"CC(C)(C)C1=CC=CC(O)=C1","585-34-2","R430695","M1745","-","39","3-(1,1-DIMETHYLETHYL)-PHENOL","-","Koerner","Koerner","A3183","-","460","1","10.119","Log unit","10.119","Log unit","Oc1cc(ccc1)C(C)(C)C","","-","","","-","phenol","25.0","?C","-","CYEKUDPFXBLGHH-UHFFFAOYSA"
"OC1=CC(=CC(=C1)[N+]([O-])=O)[N+]([O-])=O","586-11-8","R430696","M10996","-","40","3,5-Dinitrophenol","-","Koerner","Koerner","A3183","-","460","1","6.69","Log unit","6.69","Log unit","Oc1cc(cc([N+](=O)[O-])c1)[N+](=O)[O-]","","-","","","-","phenol","25.0","?C","-","UEMBNLWZFIWQFL-UHFFFAOYSA"
"OC1=CC(Cl)=CC(Cl)=C1","591-35-5","R430697","M11881","-","41","3,5-Dichlorophenol","-","Koerner","Koerner","A3183","-","460","1","8.18","Log unit","8.18","Log unit","Oc1cc(cc(Cl)c1)Cl","","-","","","-","phenol","","-","-","VPOMSPZBQMDLTM-UHFFFAOYSA"
"NC1=CC(O)=CC=C1","591-27-5","R430698","M1697","-","42","3-AMINO-PHENOL","-","Koerner","Koerner","A3183","-","460","1","9.86","Log unit","9.86","Log unit","Oc1cc(N)ccc1","","-","","","-","phenol","20.0","?C","-","CWLKGDAVCFYWJK-UHFFFAOYSA"
"OC1=CC=CC(Br)=C1","591-20-8","R430699","M6891","-","43","3-Bromophenol","-","Koerner","Koerner","A3183","-","460","1","9.031","Log unit","9.031","Log unit","Oc1cc(Br)ccc1","","-","","","-","phenol","25.0","?C","-","MNOJRWOWILAHAV-UHFFFAOYSA"
"OC1=CC(Cl)=C(Cl)C(Cl)=C1","609-19-8","R430700","M22362","-","44","3,4,5-TRICHLOROPHENOL","-","Koerner","Koerner","A3183","-","460","1","7.84","Log unit","7.84","Log unit","Oc1cc(c(Cl)c(c1)Cl)Cl","","-","","","-","phenol","25.0","?C","-","GBNHEBQXJVDXSW-UHFFFAOYSA"
"CC(C)C1=CC=CC(O)=C1","618-45-1","R430701","M11780","-","45","3-Isopropylphenol","-","Koerner","Koerner","A3183","-","460","1","10.16","Log unit","10.16","Log unit","Oc1cc(ccc1)C(C)C","","-","","","-","phenol","20.0","?C","-","VLJSLTNSFSOYQR-UHFFFAOYSA"
"CCC1=CC=CC(O)=C1","620-17-7","R430702","M3927","-","46","3-ethylphenol","-","Koerner","Koerner","A3183","-","460","1","9.9","Log unit","9.9","Log unit","Oc1cc(ccc1)CC","","-","","","-","phenol","","-","-","HMNKTRSOROOSPP-UHFFFAOYSA"
"CCOC1=CC(O)=CC=C1","621-34-1","R430703","M11535","-","47","3-Ethoxyphenol","-","Koerner","Koerner","A3183","-","460","1","9.65","Log unit","9.65","Log unit","Oc1cc(OCC)ccc1","","-","","","-","phenol","25.0","?C","-","VBIKLMJHBGFTPV-UHFFFAOYSA"
"CCOC1=CC=C(O)C=C1","622-62-8","R430704","M6239","-","48","4-Ethoxyphenol","-","Koerner","Koerner","A3183","-","460","1","10.13","Log unit","10.13","Log unit","Oc1ccc(OCC)cc1","","-","","","-","phenol","25.0","?C","-","LKVFCSWBKOVHAH-UHFFFAOYSA"
"OC1=CC(Br)=CC(Br)=C1","626-41-5","R430705","M22827","-","49","3,5-DIBROMOPHENOL","-","Koerner","Koerner","A3183","-","460","1","8.06","Log unit","8.06","Log unit","Oc1cc(cc(Br)c1)Br","","-","","","-","phenol","25.0","?C","-","PZFMWYNHJFZBPO-UHFFFAOYSA"
"OC1=CC=CC(I)=C1","626-02-8","R430706","M2995","-","50","3-iodophenol","-","Koerner","Koerner","A3183","-","460","1","9.033","Log unit","9.033","Log unit","Oc1cc(I)ccc1","","-","","","-","phenol","25.0","?C","-","FXTKWBZFNQHAAO-UHFFFAOYSA"
"CCCC1=CC=C(O)C=C1","645-56-7","R430707","M5671","-","51","4-propylphenol","-","Koerner","Koerner","A3183","-","460","1","10.34","Log unit","10.34","Log unit","Oc1ccc(cc1)CCC","","-","","","-","phenol","20.0","?C","-","KLSLBUSXWBJMEC-UHFFFAOYSA"
"CCC1=CC(C)=CC(O)=C1","698-71-5","R430708","M23362","-","52","3-ETHYL-5-METHYLPHENOL","-","Koerner","Koerner","A3183","-","460","1","10.1","Log unit","10.1","Log unit","Oc1cc(cc(c1)C)CC","","-","","","-","phenol","28.0","?C","-","XTCHLXABLZQNNN-UHFFFAOYSA"
"OC1=CC=C(C=C1)C#N","767-00-0","R430709","M1680","-","53","4-cyanophenol","-","Koerner","Koerner","A3183","-","460","1","7.967","Log unit","7.967","Log unit","Oc1ccc(C#N)cc1","","-","","","-","phenol","25.0","?C","-","CVNOWLNNPYYEOH-UHFFFAOYSA"
"OC1=CC=CC(=C1)C#N","873-62-1","R430710","M10337","-","54","3-Cyanophenol","-","Koerner","Koerner","A3183","-","460","1","8.61","Log unit","8.61","Log unit","Oc1cc(C#N)ccc1","","-","","","-","phenol","25.0","?C","-","SGHBRHKBCLLVCI-UHFFFAOYSA"
"OC1=CC=C(CS)C=C1","1073-72-9","R430711","M51623","-","55","4-METHIOPHENOL","-","Koerner","Koerner","A3183","-","460","1","9.53","Log unit","9.53","Log unit","Oc1ccc(CS)cc1","","-","","","-","phenol","25.0","?C","-","KGLOORYXUIFLSZ-UHFFFAOYSA"
"OC1=CC=C2CCCC2=C1","1470-94-6","R430712","M25202","-","56","5-INDANOL","-","Koerner","Koerner","A3183","-","460","1","10.32","Log unit","10.32","Log unit","Oc1cc2c(cc1)CCC2","","-","","","-","phenol","25.0","?C","-","PEHSSTUGJUBZBI-UHFFFAOYSA"
"CC1=C(C=C(O)C=C1)[N+]([O-])=O","2042-14-0","R430713","M958","-","57","3-NITRO-4-CRESOL","-","Koerner","Koerner","A3183","-","460","1","8.62","Log unit","8.62","Log unit","Oc1ccc(c([N+](=O)[O-])c1)C","","-","","","-","phenol","25.0","?C","-","BQEXDUKMTVYBRK-UHFFFAOYSA"
"CC[C@@H](CBr)C(O)=O","-","R932459","M124246","-","-","(2-BROMOMETHYL)BUTANOICACID","-","Koerner","charochkina","A3555","12767145","-","-","3.92","Log unit","3.92","Log unit","OC(=O)C(CC)CBr","4.03","Log unit","0","3.5897","Log unit","","","-","-","JYVCICWVRWCAIC-BYPYZUCNSA"
"CC1=CC(CO)=C(O)C=C1","-","R932460","M29287","-","-","(2-HYDROXY-5-METHYLBENZENE)METHANOL","-","Koerner","charochkina","A3555","12767145","-","-","10.15","Log unit","10.15","Log unit","Oc1ccc(cc1CO)C","9.97","Log unit","0","10.267","Log unit","","","-","-","ZUVDVLYXIZFDRM-UHFFFAOYSA"
"CC1=C(OCC(O)=O)C=CC=C1","-","R932461","M9203","-","-","(2-METHYLPHENOXY)ACETICACID","-","Koerner","charochkina","A3555","12767145","-","-","3.23","Log unit","3.23","Log unit","OC(=O)COc1c(cccc1)C","3.11","Log unit","0","3.8847","Log unit","","","-","-","QJVXBRUGKLCUMY-UHFFFAOYSA"
"OC(=O)COC1=C(C=CC=C1)N(=O)=O","-","R932462","M25897","-","-","(2-NITROPHENOXY)ACETICACID","-","Koerner","charochkina","A3555","12767145","-","-","2.9","Log unit","2.9","Log unit","OC(=O)COc1c(cccc1)N(=O)=O","2.92","Log unit","0","2.545","Log unit","","","-","-","TYHHDWAHJRRYCU-UHFFFAOYSA"
"COC1=CC=C(CC(O)=O)C=C1OC","-","R932463","M18064","-","-","(3,4-DIMETHOXY)PHENYLACETICACID","-","Koerner","charochkina","A3555","12767145","-","-","4.33","Log unit","4.33","Log unit","OC(=O)Cc1cc(c(cc1)OC)OC","4.34","Log unit","0","3.8614","Log unit","","","-","-","WUAXWQRULBZETB-UHFFFAOYSA"
"CC1=CC=CC(OCC(O)=O)=C1","-","R932464","M12093","-","-","(3-METHYLPHENOXY)ACETICACID","-","Koerner","charochkina","A3555","12767145","-","-","3.2","Log unit","3.2","Log unit","OC(=O)COc1cc(ccc1)C","3.19","Log unit","0","3.8708","Log unit","","","-","-","VZECTCSEONQIPP-UHFFFAOYSA"
"OC(=O)COC1=CC(=CC=C1)N(=O)=O","-","R932465","M896","-","-","(3-NITROPHENOXY)ACETICACID","-","Koerner","charochkina","A3555","12767145","-","-","2.95","Log unit","2.95","Log unit","OC(=O)COc1cc(ccc1)N(=O)=O","3.19","Log unit","0","2.5121","Log unit","","","-","-","BNRRQAASFDGMMQ-UHFFFAOYSA"
"OC(=O)COC1=CC(=C(Cl)C=C1)N(=O)=O","-","R932466","M46286","-","-","(4-CHLORO-3-NITROPHENOXY)ACETICACID","-","Koerner","charochkina","A3555","12767145","-","-","2.96","Log unit","2.96","Log unit","OC(=O)COc1cc(c(Cl)cc1)N(=O)=O","3.19","Log unit","0","2.3812","Log unit","","","-","-","NNDWXLRSQALFKC-UHFFFAOYSA"
"CC1=CC=C(OCC(O)=O)C=C1","-","R932467","M10322","-","-","(4-METHYLPHENOXY)ACETICACID","-","Koerner","charochkina","A3555","12767145","-","-","3.21","Log unit","3.21","Log unit","OC(=O)COc1ccc(cc1)C","3.19","Log unit","0","3.8602","Log unit","","","-","-","SFTDDFBJWUWKMN-UHFFFAOYSA"
"CC1=CC=C(CC(O)=O)C=C1","-","R932468","M3595","-","-","(4-methylphenyl)aceticacid","-","Koerner","charochkina","A3555","12767145","-","-","4.37","Log unit","4.37","Log unit","OC(=O)Cc1ccc(cc1)C","4.38","Log unit","0","4.6898","Log unit","","","-","-","GXXXUZIRGXYDFP-UHFFFAOYSA"
"OC(=O)COC1=CC=C(C=C1)N(=O)=O","-","R932469","M508","-","-","(4-NITROPHENOXY)ACETICACID","-","Koerner","charochkina","A3555","12767145","-","-","2.89","Log unit","2.89","Log unit","OC(=O)COc1ccc(cc1)N(=O)=O","3.19","Log unit","0","2.5039","Log unit","","","-","-","AVDLFIONKHGQAP-UHFFFAOYSA"
"OC(=O)C1(CCC1)C(O)=O","-","R932470","M75490","-","-","1,1-CYCLOBUTANEDICARBOXYLICACID","-","Koerner","charochkina","A3555","12767145","-","-","3.13","Log unit","3.13","Log unit","OC(=O)C1(CCC1)C(=O)O","2.73","Log unit","0","2.4844","Log unit","","","-","-","CCQPAEQGAVNNIA-UHFFFAOYSA"
"OC(=O)CC1(CC(O)=O)CCCCC1","-","R932471","M74119","-","-","1,1-CYCLOHEXANEDIACETICACID","-","Koerner","charochkina","A3555","12767145","-","-","3.49","Log unit","3.49","Log unit","OC(=O)CC1(CCCCC1)CC(=O)O","4.06","Log unit","0","4.1377","Log unit","","","-","-","YQPCHPBGAALCRT-UHFFFAOYSA"
"OC(=O)C1(CCCCC1)C(O)=O","-","R932472","M124260","-","-","1,1-CYCLOHEXANEDICARBOXYLICACID","-","Koerner","charochkina","A3555","12767145","-","-","3.45","Log unit","3.45","Log unit","OC(=O)C1(CCCCC1)C(=O)O","2.82","Log unit","0","2.4968","Log unit","","","-","-","QYQADNCHXSEGJT-UHFFFAOYSA"
"OC(=O)C1=CC=C(C=C1)C#N","619-65-8","R430528","M60","-","35","p-Cyanobenzoic acid","-","Koerner","Koerner","A3183","-","464","4","3.55","Log unit","3.55","Log unit","OC(=O)c1ccc(C#N)cc1","","-","","","-","benzoic acid (meta/para subs.)","20.0","?C","-","ADCUEPOHPCPMCE-UHFFFAOYSA"
"CCC1=CC=C(C=C1)C(O)=O","619-64-7","R430529","M22614","-","36","4-ETHYLBENZOIC ACID","-","Koerner","Koerner","A3183","-","464","4","4.35","Log unit","4.35","Log unit","OC(=O)c1ccc(cc1)CC","","-","","","-","benzoic acid (meta/para subs.)","25.0","?C","-","ZQVKTHRQIXSMGY-UHFFFAOYSA"
"OC(=O)C1=CC=C(I)C=C1","619-58-9","R430530","M3215","-","37","4-iodobenzoic acid","-","Koerner","Koerner","A3183","-","464","4","3.997","Log unit","3.997","Log unit","OC(=O)c1ccc(I)cc1","","-","","","-","benzoic acid (meta/para subs.)","25.0","?C","-","GHICCUXQJBDNRN-UHFFFAOYSA"
"OC(=O)C1=CC(C=O)=CC=C1","619-21-6","R430531","M22602","-","38","3-FORMYLBENZOIC ACID","-","Koerner","Koerner","A3183","-","464","4","3.84","Log unit","3.84","Log unit","OC(=O)c1cc(ccc1)C=O","","-","","","-","benzoic acid (meta/para subs.)","25.0","?C","-","UHDNUPHSDMOGCR-UHFFFAOYSA"
"NC1=C(N)C=C(C=C1)C(O)=O","619-05-6","R430532","M3749","-","39","3,4-DIAMINO-BENZOIC ACID","-","Koerner","Koerner","A3183","-","464","4","3.49","Log unit","3.49","Log unit","OC(=O)c1ccc(c(N)c1)N","","-","","","-","benzoic acid (meta/para subs.)","25.0","?C","-","HEMGYNNCNNODNX-UHFFFAOYSA"
"COC1=CC(=CC(OC)=C1)C(O)=O","1132-21-4","R430533","M24708","-","40","3,5-DIMETHOXYBENZOIC ACID","-","Koerner","Koerner","A3183","-","464","4","3.97","Log unit","3.97","Log unit","OC(=O)c1cc(cc(OC)c1)OC","","-","","","-","benzoic acid (meta/para subs.)","25.0","?C","-","IWPZKOJSYQZABD-UHFFFAOYSA"
"OC(=O)C1=CC=CC(=C1)C#N","1877-72-1","R430534","M3610","-","41","m-Cyanobenzoic acid","-","Koerner","Koerner","A3183","-","464","4","3.6","Log unit","3.6","Log unit","OC(=O)c1cc(C#N)ccc1","","-","","","-","benzoic acid (meta/para subs.)","20.0","?C","-","GYLKKXHEIIFTJH-UHFFFAOYSA"
"OC(=O)C1=CC=C(OC2=CC=CC=C2)C=C1","2215-77-2","R430535","M10142","-","42","p-Phenoxybenzoic acid","-","Koerner","Koerner","A3183","-","464","4","4.52","Log unit","4.52","Log unit","OC(=O)c1ccc(Oc2ccccc2)cc1","","-","","","-","benzoic acid (meta/para subs.)","","-","-","RYAQFHLUEMJOMF-UHFFFAOYSA"
"OC(=O)C1=CC=CC(OC2=CC=CC=C2)=C1","3739-38-6","R430536","M28641","-","43","M-PHENOXYBENZOIC ACID","-","Koerner","Koerner","A3183","-","464","4","3.92","Log unit","3.92","Log unit","OC(=O)c1cc(Oc2ccccc2)ccc1","","-","","","-","benzoic acid (meta/para subs.)","","-","-","NXTDJHZGHOFSQG-UHFFFAOYSA"
